,0
1887,"Es ist pilstypisch hell , aber irgendwie bilde ich mir fast ein , daß das grün von der Flasche auf das Bier abgefärbt hat ?!?"
1888,In der Nase habe ich eigentlich nur Bitternoten .
1889,Der Antrunk ist zunächst etwas malzig bevor auch hier ziemlich schnell die Bitteraromen dominieren .
1890,"Viel Volumen ist da nicht , im Mittelteil habe ich vielleicht noch ein bisschen Malzsüße - die wird aber nahezu komplett vom Hopfen überlagert ."
1891,Für mich ist das ein ziemlich eindimensionales Gebräu .
1892,Das Jever Pilsener steht goldgelb und klar im Glas .
1893,Die Schaumkrone ist feinporig mit guter Standzeit .
1894,Es riecht grasig .
1895,"Der Antrunk ist herb , wobei die Herbe im Mittelteil ansteigt und Getreidearomen dazukommen ."
1896,Im Abgang wird es noch ein wenig bitterer und der hopfig herbe Schluck gleitet die Kehle hinunter .
1897,Ich finde es faszinierend wie die Bitterkeit von anfang bis ende steigt und dann das Aroma auf der Zunge bleibt .
1898,Der Kohlensäuregehalt ist gut abgestimmt .
1899,"Ein tolles Pils , bei dem der Hopfengeschmack eindeutig im Vordergrund steht ."
1900,"Es ist ein ehrliches Bier , so wie es auf dem Etikett steht , friesisch herb , ohne Schnick-Schnack ."
1901,"Leichtes Bier , voller Geschmack ."
1902,"Eins meiner Liebsten Biere für den Feierabend oder zum Abschalten mit Freunden , nach einem körperlich anstrengendem Tag ."
1903,"Das Jever Pils ist im Glas goldgelb , klar , wenig karbonisiert und entwickelt eine gute , feinporige Schaumkrone ."
1904,Es riecht sofort erkennbar nach Getreide .
1905,"Der Geschmack ist , wie es die Werbung verspricht , von Antrunk bis Abgang herb ohne das der Hopfen wirklich herausschmeckt ."
1906,Lediglich im Nachgang kommt ein wenig Bittere durch .
1907,Der Körper ist nicht wirklich vollmundig aber für ein Fernsehbier ganz OK .
1908,"Da ich kein Freund sehr herber Biere bin ist es nicht wirklich mein Geschmack , aber man weiß es ja vorher und kann sich darauf einstellen ."
1909,Deshalb vergebe ich 6 Öffner .
1910,"Das Gebinde ist eine grüne 0,33 l Longneck Flasche mit dem bekannt schlichten Etikett von Jever ."
1911,Goldgelb und klar mit einer weißen Blume steht das Pils im Glas .
1912,Im Geruch hopfig herb .
1913,Im Geschmack hopfig herb .
1914,Einrichtig schönes bitteres Pils .
1915,Für ein Industriebier wenigstens schön herb .
1916,"Kein Körper , aber den habe ich ja umso mehr ."
1917,"Keine Ahnung , wieviele schon getrunken und nie bewertet ."
1918,Am Grabbeltisch bei Edeka im Angebot 79 Cent das Blech .
1919,Na so umgeht man schon die eklige grüne Flasche .
1920,Sehr helles Gold mit auftürmender haltbarer Schaumkrone .
1921,Geruch sehr frisch deutlich hopfig natürlich .
1922,Identisch der Antrunk .
1923,"Zur Mitte ist da nix , das weiß man eigentlich , daher braucht man auch nix suchen ."
1924,Der Abgang ist schon extrem und speziell .
1925,"Der Extraschuß Hopfen , ich glaube fast nicht , dass da Extrakt im Spiel ist ."
1926,Ich reagiere da meist extrem speziell bei Pils wird mir die Zunge pelzig bis zum Rückgrat .
1927,Beim Flensburger zum Beispiel geht's mir so .
1928,"Ist halt ein Industriebier mit einem prägnanten Eigengeschmack , das man wohl bei 80Prozent jeder Blindverkostung korrekt benennen wird ."
1929,Im Sommer ist das eine schöne Erfrischung speziell im Norden mit einer leichten Brise um die Nase eiskalt vom Fass macht das schon Spaß .
1930,"Jedermanns Geschmack wird's nie sein , aber davon haben wir schon genug am Markt ."
1931,"Mir schmeckt es nur im Sommer , zur kalten Jahreszeit knallt mir der Hopfen zu arg ."
1932,"Trinke es gerade aus einem Glas für ein oberbayrisches Helles , und da macht's auch eine gute Figur ."
1933,"Werde das nach wie vor nur trinken , wenn die Umstände passen , aber hoffentlich bleibt ihr eurer Linie treu , dafür gibt's aber trotzdem 8 Öffner vom Schmied ."
1934,"P. s. Die Fernsehwerbung geht mir genauso auf den Sack , wie allen anderen"
1935,"Gutes Standardpils , ordentlich gehopft und angenehme Bitterkeit ."
1936,Insgesamt ein solides Industriebier .
1937,"Das herbste , mir bekannte Bier ."
1938,Und trotzdem hat es einen frischen nicht zu üppigen Körper .
1939,Im Sommer eiskalt getrunken ist es einfach klasse .
1940,"Preis - Leistung passt , da es auch öfter mal im Angebot ist ."
1941,"Ein völlig überschätztes Bier , das den aktuellen Trend im veränderten Biermarkt anzeigt : völlig überhopft ( mit EXTRAKTEN , kein echter Hopfen ! ) , wässrig und von Geruch und Geschmack unnötig bitter ."
1942,"Ein Bier für Jugendliche Trendsäufer , die nichts von Biergenuss verstehen !"
1943,Braucht man in Franken jetzt nicht unbedingt ...
1944,Jever ....
1945,Mein zweites Bierchen für heute ist das gute alte Jever Pilsner .
1946,Von der Optik zeigt es sich als hellgoldenes Bierchen mit einer gröberen aber schönen Blume .
1947,"Beim Anschnuppern merkt man bereits , das man es mit einem herberen Bierchen zu tun hat ."
1948,"Der Geschmack : Beim Antrunk bestätigt sich die Wahrnehmung vom Geruch , so schmeckt man fas ausschließlich die herberen , bitter Nuancen vom Hopfen und eine weiche frische und Spritzigkeit ."
1949,Sehr angenehm vom Geschmack .
1950,Zusammengefasst : Das Jever kommt ohne großes Tam Tam aus und ist so mit absolut solide und ehrlich vom Geschmack .
1951,"Hier macht man nichts falsch , wenn man auf qualitativ gute Pilsner Biere steht ."
1952,Mir hat es geschmeckt .
1953,Eins meiner Lieblingsbiere die fast immer vorrätig zuhause sind
1954,Bei mir auf Arbeit vom Fass gibt's das Jever .
1955,Schöne goldene Farbe mit stabiler Schaumkrone .
1956,"Es riecht schön herb würzig , leicht kräutrig ."
1957,Vom Geschmack her ein gutes Industrie Bier .
1958,Kräftig vollmundig mit ordentlicher herbe und hopfenbitterkeit .
1959,Ich mag das Jever mit seinem herben Geschmack .
1960,"Obwohl es ein Industriepils ist , ist der Geschmack typisch und nicht beliebig ."
1961,Bindingbier mit Bitterextraktpulver .
1962,Im Glas hat das Bier eine hellgelbe Farbe .
1963,Schmale Krone vorhanden .
1964,Es duftet einladend hopfig-frisch .
1965,Der Antrunk ist malzig-süß .
1966,Ordentlich karbonisiert und dadurch schön süffig .
1967,Der Mittelteil ist malzig-grasig und hopfig-würzig .
1968,Der Abgang wird vom Hopfengeschmack dominiert .
1969,Die Herbe umschmiegt den Gaumen und bleibt haften .
1970,Das Bier hebt sich positiv durch seine schmackhafte Hopfenherbe von anderen milderen Industriepilsenern ab .
1971,Das Jever ist ein erfrischendes und hopfiges Bier Pilsener Brauart .
1972,Eher nichts für sanftere Gemüter .
1973,Mich überzeugt's aber .
1974,"Sehr speziell , nichts für gelegentliche Biertrinker ."
1975,Klasse zu deftigen Speisen .
1976,"Ein gutes , herbes Bier ."
1977,"Recht süffig und eine gute , herbe Note ."
1978,"Wenn man herb-hopfiges Bier sucht , ist man bei Jever gut aufgehoben ."
1979,Wobei es frisch vom Fass deutlich süffiger ist als aus der Dose
1980,Von Antrunk bis Abgang stumpf gleichförmig herbe .
1981,Geschmacklich gibts nicht die geringste Entwicklung .
1982,Ich bevorzuge Flensburger .
1983,Ich hatte eine Dose .
1984,Beim Öffnen dringt der Schaum aus der Dose heraus .
1985,Der Geruch ist typisch Dosenbier .
1986,Leicht muffig .
1987,Der Schaum ist von durchschnittlicher Porung .
1988,Allerdings schmeckt er irgendwie chemisch .
1989,"Geschmacklich ist es absolut kein Highlight , fad und abgestanden ."
1990,Nicht mein Fall .
1991,Ein typischer Vertreter der herben eher bitteren Pilskreationen .
1992,Im Prinzip mag ich das ja meist lieber als die tschechische Art des Pils .
1993,"Es präsentiert sich mit sehr hellgelber , fast blasser Farbe und schnell zerfallender Krone ."
1994,Man riecht schon ziemlich herbe bittere grasige Noten .
1995,Der Antrunk sehr schlank und herb bitter .
1996,Ich mag das ganz gerne .
1997,"Es ist trotzdem recht süffig , jedoch auch mit hohem CO2 Gaben bestückt , was einen das Bier beim mehrmaligen Aufstoßen gleich nochmals schmecken lässt ;-) ."
1998,Der Abgang ist schlank trocken und bitter .
1999,"Mir passt das gut , einigen wird die Bitterkeit vielleicht zu viel sein ."
2000,Für ein Industriepils ganz gut gelungen .
2001,"Da kann ich schon 7 Öffner dafür vergeben , verstehe aber auch die vielen konträren Bewertungen ."
2002,Diese Bitterkeit die nicht so viel andere Aromaentfaltung zulässt ist nicht jedermanns Sache .
2003,"Ich brauche es auch nicht immer , aber ab und an habe ich auf genau sowas ein Gelüste oder wie wir in Österreich sagen „ an Gusto auf so a Bier haben “ ."
2004,"Wenn man Urlaub in Ostfriesland macht , läuft oder fährt man automatisch an Jever vor bei ."
2005,"Ich glaube , jeder Gastwirtschaft an der Küste , hat Jever ausgeschänkt , egal ob Pizza , kleiner Imbiss oder Nobelschuppen ."
2006,"Selbst der Bierfinder , hat mir nur noch zwei weitere klein Brauerein angezeigt , die ebenso mit eingepackt wurden ^^ ."
2007,Aber dazu später .
2008,"Ich muss ja sagen das mir Jever echt schmeckt und was mir gefällt , sie bleiben ihren Geschmack treu ."
2009,"Es ist Herb , wie das Wetter dort und manche Leute , am besten schmeckt es mir bei Shitwetter und leckerm Fisch , schön gekühlt perfekt ."
2010,Prost
2011,Das war vor den Zeiten des Augsburger Herrenpils mein Lieblingspils .
2012,"Im Glas hat es eine klare , goldgelbe Farbe mit schnell zerfallender Schaumkrone ."
2013,Die Nase empfängt starke hopfenbittere und grasige Aromen .
2014,"Der Antrunk ist fein-herb und es geht in eine pure , herbe Bitterkeit hinein ."
2015,Der Nachhall ist immer noch herb und hopfig .
2016,Dieses Pils hat eine klare Linie .
2017,"Für herbe Pils-Trinker ein Genuss , für mich persönlich kein angenehmer Trunk ."
2018,"Muffiger Geruch , herb-bitterer Geschmack ."
2019,Die Extraportion Hopfen ist bedingt durch die starke Bittere nicht zu schmecken .
2020,Zu einseitiges Bier .
2021,Wem's schmeckt .
2022,"Natürlich ist es herb , sehr herb , fast schon bitter ."
2023,Wenn sich Zunge und Gaumen aber darauf eingestellt haben geht es schon gut runter !
2024,Für mich eines der besseren Massenbiere .
2025,Das ist also friesisch heb .
2026,Für einen Westfalen wie mich ist das nix .
2027,"Das Bier verströmt schon beim Öffnen der 0,33 l -Flasche einen unangenehmen Geruch , der sich beim ersten Schluck in einen unangenehmen herben Geschmack verwandelt ."
2028,"Hintenraus geht es dann , kann aber den ersten Eindruck nicht wettmachen ."
2029,"Wer dieses Bier gerne mag , isst bestimmt auch gerne Eisennägel ."
2030,Friesisch-herbes dauerbeworbenes Massenwarengroßbrauereikonzernpils .
2031,"Man kommt nicht drum rum , neben dem daß es herb ist ist es auch noch herb ."
2032,Bin nicht so der Industriebiertrinker .
2033,"Unausweichliches Bier mit nix drin , aber schön bitter ."
2034,"Man bekommt es ja selten vom Fass , aber dann läuft und perlt es oddentlich ."
2035,"Aus den Massenbieren ist Jever eins der wenigen , das ich sehr gerne trinke ."
2036,Wie um alles in der Welt und mit welchem Hopfen bringt man so eine derbe fast gänzlich aromalose Bittere hin ?
2037,"Kann man trinken , kann man mögen ."
2038,Für mich ein ziemlich belangloses Bier .
2039,"Dieses Pils ist wirklich nur für Leute , die so herbe Biere mögen ."
2040,Mein Fall ist es nicht .
2041,"Egal ob Würze oder Malz , bei der Hopfenexplosion hat nichts eine Chance sich bemerkbar zu machen ."
2042,Mir persönlich viel zu herb .
2043,Das Jever Pilsener .
2044,Friesisch herb .
2045,Also gut .
2046,Ganz klassisch .
2047,"Das Etikett : Gold-Grün , eine saubere Sache ."
2048,"Der dreidimensionale Schriftzug betont noch die Achsensymmetrie des Wortes JEVER , schön ums "" V "" gedreht ."
2049,"Vormals war das Etikett deutlich handwerklicher und mit mehr Informationen geschmückt mit Informationen wie "" Aus dem Herzens Frieslands "" und ähnlichem ."
2050,Jetzt aber eine ganz klassische Komposition .
2051,"Volle Punktzahl schon mal dafür , vergebe ich äußerst selten ."
2052,"Das Bier selbst goldgelb mit einem ordentlichen Schaum , der auch mittellang hält ."
2053,Alles gut .
2054,"Der Antrunk rezent und frisch , gar nicht so bitterherb wie man es nach ca. 11.262 Werbespots vermutet ."
2055,Die Bittere kommt dann aber schon und bleibt .
2056,Malz ist kaum zu spüren .
2057,Im Abgang leicht metallisch .
2058,Sozusagen der häßliche Bruder des Hopfens .
2059,"Insgesamt hätte ich 6 Öffner vergeben , einen Bonuspunkt für das ( natürlich vollkommen subjektiv beurteilte ) Etikett ."
2060,Viel zu herb .
2061,Nie wieder .
2062,Aus dem fass noch schlechter
2063,Auf ein Jever muss man Bock haben .
2064,Ab und an will ich dieses Extra an Herb .
2065,Schöne Würze ; schön Hopfig .
2066,Ich trinke es gerne .
2067,Auch in der Kneipe vom Fass zu empfehlen .
2068,Kürzlich habe ich die WDR-Dokumentation : NRW - Land des Bieres gesehen .
2069,"Darin die interessante Zahlenangabe , dass die deutschen Großbrauereien knapp 400 Millionen in die TV-Werbung stecken ."
2070,Ganz weit vorne die Jungs aus Jever .
2071,"Gut gemacht , aber am Ende ist dann auch nur ein ziemlich bitteres Pils , das ich auf Dauer einfach zuuu herb finde ."
2072,Trinkwiderstand sagt man dazu wohl .
2073,Aber von diesen Werbebieren auf jeden Fall eines der Besseren .
2074,"Eines der herbsten Biere in Deutschland , eben friesisch herb ."
2075,"Ich habe es früher recht gerne getrunken , vor allem wenn ich am Grill stand ."
2076,"Aber was hat sich inzwischen nicht verändert , so auch die Grillgewohnheiten - u. a. eben nicht mehr mit Bier zu löschen ... ( fG ) ."
2077,"Damals in den 90er Jahren in Bad Vilbel zu Studentenzeiten , in der Fulderkist , da floss das Jever in Strömen ."
2078,"Heute wird es von Dr. Oetkers Brauimperium , dieser Radeberger Gruppe in der Bindingbrauerei Frankfurt-Sachsenhausen abgefüllt ."
2079,"Spätestens nach dieser Brauereiführung bin ich ausgestiegen ; gibt es doch immer noch so viele köstliche Braumeistergeschenke zu entdecken , in dieser ach so kurzen Zeit des Lebens ."
2080,"Grüne 0,5 l Longneckflasche mit goldenen Etikett und Goldpapier-Banderole am Flaschenhals ."
2081,Grasiger hopfig-herber Geruch .
2082,Hellgelbe Farbe .
2083,Hopfig-herber Antrunk .
2084,Würzig im Mittelteil .
2085,Außerdem sehr leicht wahrnehmbare Malznoten im Mittelteil .
2086,Der Abgang ist hopfig-herb und bitter .
2087,Es bleibt ein bitterer Nachgeschmack im Mund und ein trockenes Gefühl im Gaumen .
2088,Der herbe Pils-Klassiker aus Ostfriesland sagt mir nicht ganz so zu .
2089,"Das "" Jever Pilsener "" aus Friesland ist in ganz Deutschland bekannt ."
2090,"Also , kurz und schmerzlos ......"
2091,"Farblich zeigt es sich pilstypisch in einem klaren goldgelb mit weißem Schaum , der auch lange erhalten bleibt ."
2092,Der Geruch ist leicht malzig und fein hopfig .
2093,"Der Antrunk ist ziemlich spritzig , eine würzige Note kommt durch , die Süße des Malzes hält sich zurück ."
2094,Es schmeckt von Beginn an ziemlich normal und fast schon langweilig .
2095,Einzig die feine Bittere im hinteren Bereich ist wahrzunehmen .
2096,"Subtil ist das Gerstenmalz , ein gewisse Süffigkeit kann ich da vernehmen , doch ist der Hopfen ganz klar Chef im Ring ."
2097,"Leider merke ich gerade im hinteren Drittel einen Metallgeschmack im Abgang , das muss nicht sein ."
2098,"Alles in allem ein Pilsbier , welches mich nicht vom Hocker haut , aber auch nicht schlecht ist ."
2099,Ich würde es als ein solides Pils mit leichten Schwächen in Körper und Balance betiteln . ( mindestens haltbar bis : 02.2017 ; L146 )
2100,"Der erste Schluck - unvergesslich gut , dann nur besser und besser und besser ...."
2101,"Schöne Bitterkeit , wunderbares Aroma , perfekten Geschmack , nur die Farbe etwas passt nicht - sehr hell-gelb ... und Etikett relativ unattraktiv ..."
2102,Viiiieel zu Bitter !
2103,"Zu meinen Pils Zeiten , also ich noch kein Hefe Weizen trank , schmeckte es mir immer gut wenn auch immer bitterer als alle anderen ."
2104,Und nun ?
2105,Ich mag es nicht mehr !
2106,"Aussehen im Glas , schön golden ."
2107,"Die Blume auch nett und steif , schmeckt aber schon bitter ."
2108,Die Perlung ist voll OK .
2109,"Der Antrunk ist schon recht heftig bitter , fast blechig ."
2110,Hatte ich anders in Erinnerung .
2111,"Der Antrunk , die Sekunde im Mund und dann der Schluck : alles bitter ."
2112,"Schmeckt mir zu billig , Discountermässig ."
2113,"Ich habe es mir reingewürgt und beschlossen , obwohl es 1 a gekühlt war : das war für die nächste Zeit mein letztes !"
